DateKey,FullDate,Year,Quarter,Month,Day,DayOfWeek
20080808,2008-08-08,2008,3,8,8,Friday
20071228,2007-12-28,2007,4,12,28,Friday
20080730,2008-07-30,2008,3,7,30,Wednesday
20080621,2008-06-21,2008,2,6,21,Saturday
20071229,2007-12-29,2007,4,12,29,Saturday
20071201,2007-12-01,2007,4,12,1,Saturday
20080323,2008-03-23,2008,1,3,23,Sunday
20080226,2008-02-26,2008,1,2,26,Tuesday
20080101,2008-01-01,2008,1,1,1,Tuesday
20080514,2008-05-14,2008,2,5,14,Wednesday
20080913,2008-09-13,2008,3,9,13,Saturday
20081026,2008-10-26,2008,4,10,26,Sunday
20081223,2008-12-23,2008,4,12,23,Tuesday
20081226,2008-12-26,2008,4,12,26,Friday
20090508,2009-05-08,2009,2,5,8,Friday
20090117,2009-01-17,2009,1,1,17,Saturday
20091109,2009-11-09,2009,4,11,9,Monday
20090224,2009-02-24,2009,1,2,24,Tuesday
20081224,2008-12-24,2008,4,12,24,Wednesday
20090610,2009-06-10,2009,2,6,10,Wednesday
20090502,2009-05-02,2009,2,5,2,Saturday
20081231,2008-12-31,2008,4,12,31,Wednesday
20090331,2009-03-31,2009,1,3,31,Tuesday
20090604,2009-06-04,2009,2,6,4,Thursday
20090627,2009-06-27,2009,2,6,27,Saturday
20090325,2009-03-25,2009,1,3,25,Wednesday
20091124,2009-11-24,2009,4,11,24,Tuesday
20100219,2010-02-19,2010,1,2,19,Friday
20090308,2009-03-08,2009,1,3,8,Sunday
20090703,2009-07-03,2009,3,7,3,Friday
20090101,2009-01-01,2009,1,1,1,Thursday
20081230,2008-12-30,2008,4,12,30,Tuesday
20090624,2009-06-24,2009,2,6,24,Wednesday
20090422,2009-04-22,2009,2,4,22,Wednesday
20090410,2009-04-10,2009,2,4,10,Friday
20090428,2009-04-28,2009,2,4,28,Tuesday
20090401,2009-04-01,2009,2,4,1,Wednesday
20050318,2005-03-18,2005,1,3,18,Friday
20050628,2005-06-28,2005,2,6,28,Tuesday
20050608,2005-06-08,2005,2,6,8,Wednesday
20050714,2005-07-14,2005,3,7,14,Thursday
20140202,2014-02-02,2014,1,2,2,Sunday
20081109,2008-11-09,2008,4,11,9,Sunday
20001017,2000-10-17,2000,4,10,17,Tuesday
20040920,2004-09-20,2004,3,9,20,Monday
20061004,2006-10-04,2006,4,10,4,Wednesday
20050430,2005-04-30,2005,2,4,30,Saturday
20040929,2004-09-29,2004,3,9,29,Wednesday
20070221,2007-02-21,2007,1,2,21,Wednesday
20041012,2004-10-12,2004,4,10,12,Tuesday
20051024,2005-10-24,2005,4,10,24,Monday
20041123,2004-11-23,2004,4,11,23,Tuesday
20061129,2006-11-29,2006,4,11,29,Wednesday
20051115,2005-11-15,2005,4,11,15,Tuesday
20061128,2006-11-28,2006,4,11,28,Tuesday
20041105,2004-11-05,2004,4,11,5,Friday
20040921,2004-09-21,2004,3,9,21,Tuesday
20071128,2007-11-28,2007,4,11,28,Wednesday
20060927,2006-09-27,2006,3,9,27,Wednesday
20080124,2008-01-24,2008,1,1,24,Thursday
20050514,2005-05-14,2005,2,5,14,Saturday
20080218,2008-02-18,2008,1,2,18,Monday
20060210,2006-02-10,2006,1,2,10,Friday
20061214,2006-12-14,2006,4,12,14,Thursday
20061102,2006-11-02,2006,4,11,2,Thursday
20041021,2004-10-21,2004,4,10,21,Thursday
20080224,2008-02-24,2008,1,2,24,Sunday
20070220,2007-02-20,2007,1,2,20,Tuesday
20041208,2004-12-08,2004,4,12,8,Wednesday
20061104,2006-11-04,2006,4,11,4,Saturday
20061016,2006-10-16,2006,4,10,16,Monday
20070310,2007-03-10,2007,1,3,10,Saturday
20071217,2007-12-17,2007,4,12,17,Monday
20080609,2008-06-09,2008,2,6,9,Monday
20070302,2007-03-02,2007,1,3,2,Friday
20070922,2007-09-22,2007,3,9,22,Saturday
20071023,2007-10-23,2007,4,10,23,Tuesday
20071107,2007-11-07,2007,4,11,7,Wednesday
20071231,2007-12-31,2007,4,12,31,Monday
20080104,2008-01-04,2008,1,1,4,Friday
20080528,2008-05-28,2008,2,5,28,Wednesday
20151110,2015-11-10,2015,4,11,10,Tuesday
20130314,2013-03-14,2013,1,3,14,Thursday
19960723,1996-07-23,1996,3,7,23,Tuesday
20071129,2007-11-29,2007,4,11,29,Thursday
20150531,2015-05-31,2015,2,5,31,Sunday
20040523,2004-05-23,2004,2,5,23,Sunday
20070627,2007-06-27,2007,2,6,27,Wednesday
20041125,2004-11-25,2004,4,11,25,Thursday
20050721,2005-07-21,2005,3,7,21,Thursday
20040220,2004-02-20,2004,1,2,20,Friday
20080811,2008-08-11,2008,3,8,11,Monday
20080121,2008-01-21,2008,1,1,21,Monday
20060122,2006-01-22,2006,1,1,22,Sunday
20080826,2008-08-26,2008,3,8,26,Tuesday
20051230,2005-12-30,2005,4,12,30,Friday
20060308,2006-03-08,2006,1,3,8,Wednesday
20100711,2010-07-11,2010,3,7,11,Sunday
20071018,2007-10-18,2007,4,10,18,Thursday
20061210,2006-12-10,2006,4,12,10,Sunday
20080731,2008-07-31,2008,3,7,31,Thursday
20040309,2004-03-09,2004,1,3,9,Tuesday
20100830,2010-08-30,2010,3,8,30,Monday
20080630,2008-06-30,2008,2,6,30,Monday
20080331,2008-03-31,2008,1,3,31,Monday
20070101,2007-01-01,2007,1,1,1,Monday
20070218,2007-02-18,2007,1,2,18,Sunday
20071108,2007-11-08,2007,4,11,8,Thursday
20061108,2006-11-08,2006,4,11,8,Wednesday
20051227,2005-12-27,2005,4,12,27,Tuesday
20070711,2007-07-11,2007,3,7,11,Wednesday
20050427,2005-04-27,2005,2,4,27,Wednesday
20070104,2007-01-04,2007,1,1,4,Thursday
20080708,2008-07-08,2008,3,7,8,Tuesday
20080403,2008-04-03,2008,2,4,3,Thursday
20040812,2004-08-12,2004,3,8,12,Thursday
20041206,2004-12-06,2004,4,12,6,Monday
20070602,2007-06-02,2007,2,6,2,Saturday
20090518,2009-05-18,2009,2,5,18,Monday
20090216,2009-02-16,2009,1,2,16,Monday
20040305,2004-03-05,2004,1,3,5,Friday
20040318,2004-03-18,2004,1,3,18,Thursday
20040530,2004-05-30,2004,2,5,30,Sunday
20050320,2005-03-20,2005,1,3,20,Sunday
20050213,2005-02-13,2005,1,2,13,Sunday
20060903,2006-09-03,2006,3,9,3,Sunday
20040428,2004-04-28,2004,2,4,28,Wednesday
20080404,2008-04-04,2008,2,4,4,Friday
20050123,2005-01-23,2005,1,1,23,Sunday
20100503,2010-05-03,2010,2,5,3,Monday
20060205,2006-02-05,2006,1,2,5,Sunday
20060426,2006-04-26,2006,2,4,26,Wednesday
20050715,2005-07-15,2005,3,7,15,Friday
20050314,2005-03-14,2005,1,3,14,Monday
20080611,2008-06-11,2008,2,6,11,Wednesday
20050703,2005-07-03,2005,3,7,3,Sunday
20060410,2006-04-10,2006,2,4,10,Monday
20070628,2007-06-28,2007,2,6,28,Thursday
20051113,2005-11-13,2005,4,11,13,Sunday
20050621,2005-06-21,2005,2,6,21,Tuesday
20051202,2005-12-02,2005,4,12,2,Friday
20050911,2005-09-11,2005,3,9,11,Sunday
20060919,2006-09-19,2006,3,9,19,Tuesday
20060514,2006-05-14,2006,2,5,14,Sunday
20061227,2006-12-27,2006,4,12,27,Wednesday
20060611,2006-06-11,2006,2,6,11,Sunday
20070504,2007-05-04,2007,2,5,4,Friday
20070225,2007-02-25,2007,1,2,25,Sunday
20070208,2007-02-08,2007,1,2,8,Thursday
20061223,2006-12-23,2006,4,12,23,Saturday
20070622,2007-06-22,2007,2,6,22,Friday
20080703,2008-07-03,2008,3,7,3,Thursday
20070323,2007-03-23,2007,1,3,23,Friday
20090509,2009-05-09,2009,2,5,9,Saturday
20070705,2007-07-05,2007,3,7,5,Thursday
20090510,2009-05-10,2009,2,5,10,Sunday
20080424,2008-04-24,2008,2,4,24,Thursday
20080407,2008-04-07,2008,2,4,7,Monday
20080508,2008-05-08,2008,2,5,8,Thursday
20080619,2008-06-19,2008,2,6,19,Thursday
20080716,2008-07-16,2008,3,7,16,Wednesday
20080620,2008-06-20,2008,2,6,20,Friday
20100326,2010-03-26,2010,1,3,26,Friday
20090713,2009-07-13,2009,3,7,13,Monday
20080616,2008-06-16,2008,2,6,16,Monday
20080713,2008-07-13,2008,3,7,13,Sunday
20101021,2010-10-21,2010,4,10,21,Thursday
20100324,2010-03-24,2010,1,3,24,Wednesday
20101026,2010-10-26,2010,4,10,26,Tuesday
20100325,2010-03-25,2010,1,3,25,Thursday
20180426,2018-04-26,2018,2,4,26,Thursday
20160830,2016-08-30,2016,3,8,30,Tuesday
20180626,2018-06-26,2018,2,6,26,Tuesday
20180618,2018-06-18,2018,2,6,18,Monday
20180730,2018-07-30,2018,3,7,30,Monday
20180304,2018-03-04,2018,1,3,4,Sunday
20180905,2018-09-05,2018,3,9,5,Wednesday
20180706,2018-07-06,2018,3,7,6,Friday
20180731,2018-07-31,2018,3,7,31,Tuesday
20180920,2018-09-20,2018,3,9,20,Thursday
20180802,2018-08-02,2018,3,8,2,Thursday
20180914,2018-09-14,2018,3,9,14,Friday
20011030,2001-10-30,2001,4,10,30,Tuesday
20011001,2001-10-01,2001,4,10,1,Monday
19991119,1999-11-19,1999,4,11,19,Friday
20140920,2014-09-20,2014,3,9,20,Saturday
20140913,2014-09-13,2014,3,9,13,Saturday
20011209,2001-12-09,2001,4,12,9,Sunday
20080911,2008-09-11,2008,3,9,11,Thursday
20080919,2008-09-19,2008,3,9,19,Friday
19961127,1996-11-27,1996,4,11,27,Wednesday
19960606,1996-06-06,1996,2,6,6,Thursday
19960712,1996-07-12,1996,3,7,12,Friday
20001124,2000-11-24,2000,4,11,24,Friday
20000222,2000-02-22,2000,1,2,22,Tuesday
20121128,2012-11-28,2012,4,11,28,Wednesday
20121125,2012-11-25,2012,4,11,25,Sunday
20121219,2012-12-19,2012,4,12,19,Wednesday
20121216,2012-12-16,2012,4,12,16,Sunday
20121129,2012-11-29,2012,4,11,29,Thursday
20160704,2016-07-04,2016,3,7,4,Monday
20160705,2016-07-05,2016,3,7,5,Tuesday
20160706,2016-07-06,2016,3,7,6,Wednesday
20160708,2016-07-08,2016,3,7,8,Friday
20160707,2016-07-07,2016,3,7,7,Thursday
20180818,2018-08-18,2018,3,8,18,Saturday
20180822,2018-08-22,2018,3,8,22,Wednesday
20120910,2012-09-10,2012,3,9,10,Monday
20121124,2012-11-24,2012,4,11,24,Saturday
20121213,2012-12-13,2012,4,12,13,Thursday
20120904,2012-09-04,2012,3,9,4,Tuesday
20130329,2013-03-29,2013,1,3,29,Friday
20130609,2013-06-09,2013,2,6,9,Sunday
20131227,2013-12-27,2013,4,12,27,Friday
20120905,2012-09-05,2012,3,9,5,Wednesday
20130108,2013-01-08,2013,1,1,8,Tuesday
20140525,2014-05-25,2014,2,5,25,Sunday
20121225,2012-12-25,2012,4,12,25,Tuesday
20141211,2014-12-11,2014,4,12,11,Thursday
20121011,2012-10-11,2012,4,10,11,Thursday
20121222,2012-12-22,2012,4,12,22,Saturday
20171011,2017-10-11,2017,4,10,11,Wednesday
20150827,2015-08-27,2015,3,8,27,Thursday
20150124,2015-01-24,2015,1,1,24,Saturday
20130505,2013-05-05,2013,2,5,5,Sunday
20140906,2014-09-06,2014,3,9,6,Saturday
20141108,2014-11-08,2014,4,11,8,Saturday
20141125,2014-11-25,2014,4,11,25,Tuesday
20160118,2016-01-18,2016,1,1,18,Monday
20120917,2012-09-17,2012,3,9,17,Monday
20140126,2014-01-26,2014,1,1,26,Sunday
20130310,2013-03-10,2013,1,3,10,Sunday
20140910,2014-09-10,2014,3,9,10,Wednesday
20130401,2013-04-01,2013,2,4,1,Monday
20121207,2012-12-07,2012,4,12,7,Friday
20120907,2012-09-07,2012,3,9,7,Friday
20120921,2012-09-21,2012,3,9,21,Friday
20140326,2014-03-26,2014,1,3,26,Wednesday
20150722,2015-07-22,2015,3,7,22,Wednesday
20121223,2012-12-23,2012,4,12,23,Sunday
20130121,2013-01-21,2013,1,1,21,Monday
20130216,2013-02-16,2013,1,2,16,Saturday
20130406,2013-04-06,2013,2,4,6,Saturday
20140916,2014-09-16,2014,3,9,16,Tuesday
20140215,2014-02-15,2014,1,2,15,Saturday
20130227,2013-02-27,2013,1,2,27,Wednesday
20131222,2013-12-22,2013,4,12,22,Sunday
20130901,2013-09-01,2013,3,9,1,Sunday
20140131,2014-01-31,2014,1,1,31,Friday
20141109,2014-11-09,2014,4,11,9,Sunday
20121229,2012-12-29,2012,4,12,29,Saturday
20120925,2012-09-25,2012,3,9,25,Tuesday
20161015,2016-10-15,2016,4,10,15,Saturday
20121002,2012-10-02,2012,4,10,2,Tuesday
20141201,2014-12-01,2014,4,12,1,Monday
20120930,2012-09-30,2012,3,9,30,Sunday
20130303,2013-03-03,2013,1,3,3,Sunday
20150902,2015-09-02,2015,3,9,2,Wednesday
20141009,2014-10-09,2014,4,10,9,Thursday
20150510,2015-05-10,2015,2,5,10,Sunday
20141223,2014-12-23,2014,4,12,23,Tuesday
20150519,2015-05-19,2015,2,5,19,Tuesday
20150717,2015-07-17,2015,3,7,17,Friday
20130316,2013-03-16,2013,1,3,16,Saturday
20150202,2015-02-02,2015,1,2,2,Monday
20140812,2014-08-12,2014,3,8,12,Tuesday
20170130,2017-01-30,2017,1,1,30,Monday
20121118,2012-11-18,2012,4,11,18,Sunday
20130803,2013-08-03,2013,3,8,3,Saturday
20121212,2012-12-12,2012,4,12,12,Wednesday
20130324,2013-03-24,2013,1,3,24,Sunday
20131208,2013-12-08,2013,4,12,8,Sunday
20121218,2012-12-18,2012,4,12,18,Tuesday
20140103,2014-01-03,2014,1,1,3,Friday
20130111,2013-01-11,2013,1,1,11,Friday
20121021,2012-10-21,2012,4,10,21,Sunday
20150322,2015-03-22,2015,1,3,22,Sunday
20141013,2014-10-13,2014,4,10,13,Monday
20121005,2012-10-05,2012,4,10,5,Friday
20140813,2014-08-13,2014,3,8,13,Wednesday
20130518,2013-05-18,2013,2,5,18,Saturday
20121023,2012-10-23,2012,4,10,23,Tuesday
20130519,2013-05-19,2013,2,5,19,Sunday
20141207,2014-12-07,2014,4,12,7,Sunday
20141206,2014-12-06,2014,4,12,6,Saturday
20120924,2012-09-24,2012,3,9,24,Monday
20150820,2015-08-20,2015,3,8,20,Thursday
20130129,2013-01-29,2013,1,1,29,Tuesday
20150501,2015-05-01,2015,2,5,1,Friday
20130114,2013-01-14,2013,1,1,14,Monday
20130304,2013-03-04,2013,1,3,4,Monday
20141202,2014-12-02,2014,4,12,2,Tuesday
20130524,2013-05-24,2013,2,5,24,Friday
20140530,2014-05-30,2014,2,5,30,Friday
20140702,2014-07-02,2014,3,7,2,Wednesday
20130210,2013-02-10,2013,1,2,10,Sunday
20131215,2013-12-15,2013,4,12,15,Sunday
20130128,2013-01-28,2013,1,1,28,Monday
20140801,2014-08-01,2014,3,8,1,Friday
20130529,2013-05-29,2013,2,5,29,Wednesday
20140902,2014-09-02,2014,3,9,2,Tuesday
20130915,2013-09-15,2013,3,9,15,Sunday
20140725,2014-07-25,2014,3,7,25,Friday
20120918,2012-09-18,2012,3,9,18,Tuesday
20120915,2012-09-15,2012,3,9,15,Saturday
20120926,2012-09-26,2012,3,9,26,Wednesday
20121015,2012-10-15,2012,4,10,15,Monday
20130315,2013-03-15,2013,1,3,15,Friday
20130219,2013-02-19,2013,1,2,19,Tuesday
20121119,2012-11-19,2012,4,11,19,Monday
20121221,2012-12-21,2012,4,12,21,Friday
20130205,2013-02-05,2013,1,2,5,Tuesday
20131021,2013-10-21,2013,4,10,21,Monday
20121202,2012-12-02,2012,4,12,2,Sunday
20131209,2013-12-09,2013,4,12,9,Monday
20130109,2013-01-09,2013,1,1,9,Wednesday
20130203,2013-02-03,2013,1,2,3,Sunday
20130206,2013-02-06,2013,1,2,6,Wednesday
20130325,2013-03-25,2013,1,3,25,Monday
20130302,2013-03-02,2013,1,3,2,Saturday
20130312,2013-03-12,2013,1,3,12,Tuesday
20130530,2013-05-30,2013,2,5,30,Thursday
20121220,2012-12-20,2012,4,12,20,Thursday
20130215,2013-02-15,2013,1,2,15,Friday
20130516,2013-05-16,2013,2,5,16,Thursday
20130502,2013-05-02,2013,2,5,2,Thursday
20130423,2013-04-23,2013,2,4,23,Tuesday
20130912,2013-09-12,2013,3,9,12,Thursday
20130718,2013-07-18,2013,3,7,18,Thursday
20130714,2013-07-14,2013,3,7,14,Sunday
20131006,2013-10-06,2013,4,10,6,Sunday
20140106,2014-01-06,2014,1,1,6,Monday
20131125,2013-11-25,2013,4,11,25,Monday
20140515,2014-05-15,2014,2,5,15,Thursday
20131010,2013-10-10,2013,4,10,10,Thursday
20140715,2014-07-15,2014,3,7,15,Tuesday
20130816,2013-08-16,2013,3,8,16,Friday
20130707,2013-07-07,2013,3,7,7,Sunday
20140108,2014-01-08,2014,1,1,8,Wednesday
20131225,2013-12-25,2013,4,12,25,Wednesday
20130906,2013-09-06,2013,3,9,6,Friday
20131223,2013-12-23,2013,4,12,23,Monday
20140713,2014-07-13,2014,3,7,13,Sunday
20140211,2014-02-11,2014,1,2,11,Tuesday
20140923,2014-09-23,2014,3,9,23,Tuesday
20131226,2013-12-26,2013,4,12,26,Thursday
20130830,2013-08-30,2013,3,8,30,Friday
20131106,2013-11-06,2013,4,11,6,Wednesday
20131216,2013-12-16,2013,4,12,16,Monday
20131224,2013-12-24,2013,4,12,24,Tuesday
20131219,2013-12-19,2013,4,12,19,Thursday
20140206,2014-02-06,2014,1,2,6,Thursday
20140207,2014-02-07,2014,1,2,7,Friday
20140129,2014-01-29,2014,1,1,29,Wednesday
20150317,2015-03-17,2015,1,3,17,Tuesday
20140330,2014-03-30,2014,1,3,30,Sunday
20140128,2014-01-28,2014,1,1,28,Tuesday
20141020,2014-10-20,2014,4,10,20,Monday
20140701,2014-07-01,2014,3,7,1,Tuesday
20140519,2014-05-19,2014,2,5,19,Monday
20140323,2014-03-23,2014,1,3,23,Sunday
20140511,2014-05-11,2014,2,5,11,Sunday
20141019,2014-10-19,2014,4,10,19,Sunday
20140510,2014-05-10,2014,2,5,10,Saturday
20140531,2014-05-31,2014,2,5,31,Saturday
20140529,2014-05-29,2014,2,5,29,Thursday
20140609,2014-06-09,2014,2,6,9,Monday
20150315,2015-03-15,2015,1,3,15,Sunday
20150507,2015-05-07,2015,2,5,7,Thursday
20140731,2014-07-31,2014,3,7,31,Thursday
20140805,2014-08-05,2014,3,8,5,Tuesday
20140804,2014-08-04,2014,3,8,4,Monday
20140918,2014-09-18,2014,3,9,18,Thursday
20141025,2014-10-25,2014,4,10,25,Saturday
20140911,2014-09-11,2014,3,9,11,Thursday
20140903,2014-09-03,2014,3,9,3,Wednesday
20141005,2014-10-05,2014,4,10,5,Sunday
20140904,2014-09-04,2014,3,9,4,Thursday
20150615,2015-06-15,2015,2,6,15,Monday
20150125,2015-01-25,2015,1,1,25,Sunday
20140915,2014-09-15,2014,3,9,15,Monday
20150309,2015-03-09,2015,1,3,9,Monday
20150607,2015-06-07,2015,2,6,7,Sunday
20150719,2015-07-19,2015,3,7,19,Sunday
20180121,2018-01-21,2018,1,1,21,Sunday
20150522,2015-05-22,2015,2,5,22,Friday
20150723,2015-07-23,2015,3,7,23,Thursday
20150720,2015-07-20,2015,3,7,20,Monday
20150220,2015-02-20,2015,1,2,20,Friday
20151221,2015-12-21,2015,4,12,21,Monday
20150321,2015-03-21,2015,1,3,21,Saturday
20150201,2015-02-01,2015,1,2,1,Sunday
20150823,2015-08-23,2015,3,8,23,Sunday
20170730,2017-07-30,2017,3,7,30,Sunday
20161016,2016-10-16,2016,4,10,16,Sunday
20180516,2018-05-16,2018,2,5,16,Wednesday
20180520,2018-05-20,2018,2,5,20,Sunday
20170603,2017-06-03,2017,2,6,3,Saturday
20160508,2016-05-08,2016,2,5,8,Sunday
20170213,2017-02-13,2017,1,2,13,Monday
20160109,2016-01-09,2016,1,1,9,Saturday
20150706,2015-07-06,2015,3,7,6,Monday
20151019,2015-10-19,2015,4,10,19,Monday
20151009,2015-10-09,2015,4,10,9,Friday
20170114,2017-01-14,2017,1,1,14,Saturday
20170107,2017-01-07,2017,1,1,7,Saturday
20151012,2015-10-12,2015,4,10,12,Monday
20151225,2015-12-25,2015,4,12,25,Friday
20180714,2018-07-14,2018,3,7,14,Saturday
20151117,2015-11-17,2015,4,11,17,Tuesday
20170915,2017-09-15,2017,3,9,15,Friday
20170112,2017-01-12,2017,1,1,12,Thursday
20160221,2016-02-21,2016,1,2,21,Sunday
20180218,2018-02-18,2018,1,2,18,Sunday
20160502,2016-05-02,2016,2,5,2,Monday
20171226,2017-12-26,2017,4,12,26,Tuesday
20180211,2018-02-11,2018,1,2,11,Sunday
20160918,2016-09-18,2016,3,9,18,Sunday
20170108,2017-01-08,2017,1,1,8,Sunday
20161014,2016-10-14,2016,4,10,14,Friday
20170113,2017-01-13,2017,1,1,13,Friday
20180918,2018-09-18,2018,3,9,18,Tuesday
20161023,2016-10-23,2016,4,10,23,Sunday
20161113,2016-11-13,2016,4,11,13,Sunday
20161207,2016-12-07,2016,4,12,7,Wednesday
20170624,2017-06-24,2017,2,6,24,Saturday
20170923,2017-09-23,2017,3,9,23,Saturday
20170909,2017-09-09,2017,3,9,9,Saturday
20170604,2017-06-04,2017,2,6,4,Sunday
20170924,2017-09-24,2017,3,9,24,Sunday
20170911,2017-09-11,2017,3,9,11,Monday
20171001,2017-10-01,2017,4,10,1,Sunday
20171203,2017-12-03,2017,4,12,3,Sunday
20170928,2017-09-28,2017,3,9,28,Thursday
20050713,2005-07-13,2005,3,7,13,Wednesday
20160808,2016-08-08,2016,3,8,8,Monday
20101009,2010-10-09,2010,4,10,9,Saturday
20070529,2007-05-29,2007,2,5,29,Tuesday
20070530,2007-05-30,2007,2,5,30,Wednesday
20011114,2001-11-14,2001,4,11,14,Wednesday
20151108,2015-11-08,2015,4,11,8,Sunday
20060306,2006-03-06,2006,1,3,6,Monday
20180821,2018-08-21,2018,3,8,21,Tuesday
20060505,2006-05-05,2006,2,5,5,Friday
20140709,2014-07-09,2014,3,7,9,Wednesday
19960817,1996-08-17,1996,3,8,17,Saturday
19991103,1999-11-03,1999,4,11,3,Wednesday
20050629,2005-06-29,2005,2,6,29,Wednesday
19991222,1999-12-22,1999,4,12,22,Wednesday
20020708,2002-07-08,2002,3,7,8,Monday
20040727,2004-07-27,2004,3,7,27,Tuesday
20020928,2002-09-28,2002,3,9,28,Saturday
20040728,2004-07-28,2004,3,7,28,Wednesday
20060111,2006-01-11,2006,1,1,11,Wednesday
20000803,2000-08-03,2000,3,8,3,Thursday
20000829,2000-08-29,2000,3,8,29,Tuesday
19991220,1999-12-20,1999,4,12,20,Monday
20000123,2000-01-23,2000,1,1,23,Sunday
19991221,1999-12-21,1999,4,12,21,Tuesday
20000101,2000-01-01,2000,1,1,1,Saturday
19991229,1999-12-29,1999,4,12,29,Wednesday
19991228,1999-12-28,1999,4,12,28,Tuesday
20000112,2000-01-12,2000,1,1,12,Wednesday
20000117,2000-01-17,2000,1,1,17,Monday
20010806,2001-08-06,2001,3,8,6,Monday
20000606,2000-06-06,2000,2,6,6,Tuesday
20010707,2001-07-07,2001,3,7,7,Saturday
19991017,1999-10-17,1999,4,10,17,Sunday
19961217,1996-12-17,1996,4,12,17,Tuesday
20090210,2009-02-10,2009,1,2,10,Tuesday
20180722,2018-07-22,2018,3,7,22,Sunday
20180805,2018-08-05,2018,3,8,5,Sunday
20180806,2018-08-06,2018,3,8,6,Monday
19960809,1996-08-09,1996,3,8,9,Friday
19960729,1996-07-29,1996,3,7,29,Monday
20070213,2007-02-13,2007,1,2,13,Tuesday
20071207,2007-12-07,2007,4,12,7,Friday
20070214,2007-02-14,2007,1,2,14,Wednesday
20070217,2007-02-17,2007,1,2,17,Saturday
20070211,2007-02-11,2007,1,2,11,Sunday
20071210,2007-12-10,2007,4,12,10,Monday
20070322,2007-03-22,2007,1,3,22,Thursday
20090813,2009-08-13,2009,3,8,13,Thursday
20081111,2008-11-11,2008,4,11,11,Tuesday
20091201,2009-12-01,2009,4,12,1,Tuesday
20080108,2008-01-08,2008,1,1,8,Tuesday
20070224,2007-02-24,2007,1,2,24,Saturday
20100917,2010-09-17,2010,3,9,17,Friday
20070501,2007-05-01,2007,2,5,1,Tuesday
20090407,2009-04-07,2009,2,4,7,Tuesday
20071209,2007-12-09,2007,4,12,9,Sunday
20090723,2009-07-23,2009,3,7,23,Thursday
20091021,2009-10-21,2009,4,10,21,Wednesday
20070215,2007-02-15,2007,1,2,15,Thursday
20081006,2008-10-06,2008,4,10,6,Monday
20070422,2007-04-22,2007,2,4,22,Sunday
20070226,2007-02-26,2007,1,2,26,Monday
20080206,2008-02-06,2008,1,2,6,Wednesday
20080118,2008-01-18,2008,1,1,18,Friday
20090925,2009-09-25,2009,3,9,25,Friday
20081216,2008-12-16,2008,4,12,16,Tuesday
20080917,2008-09-17,2008,3,9,17,Wednesday
20070403,2007-04-03,2007,2,4,3,Tuesday
20090317,2009-03-17,2009,1,3,17,Tuesday
20070810,2007-08-10,2007,3,8,10,Friday
20080201,2008-02-01,2008,1,2,1,Friday
20080204,2008-02-04,2008,1,2,4,Monday
20080208,2008-02-08,2008,1,2,8,Friday
20071212,2007-12-12,2007,4,12,12,Wednesday
20080312,2008-03-12,2008,1,3,12,Wednesday
20070404,2007-04-04,2007,2,4,4,Wednesday
20080116,2008-01-16,2008,1,1,16,Wednesday
20081009,2008-10-09,2008,4,10,9,Thursday
20080316,2008-03-16,2008,1,3,16,Sunday
20101001,2010-10-01,2010,4,10,1,Friday
20080115,2008-01-15,2008,1,1,15,Tuesday
20101027,2010-10-27,2010,4,10,27,Wednesday
20080727,2008-07-27,2008,3,7,27,Sunday
20090123,2009-01-23,2009,1,1,23,Friday
20070313,2007-03-13,2007,1,3,13,Tuesday
20070222,2007-02-22,2007,1,2,22,Thursday
20100920,2010-09-20,2010,3,9,20,Monday
20101104,2010-11-04,2010,4,11,4,Thursday
20070315,2007-03-15,2007,1,3,15,Thursday
20090615,2009-06-15,2009,2,6,15,Monday
20081110,2008-11-10,2008,4,11,10,Monday
20081124,2008-11-24,2008,4,11,24,Monday
20090808,2009-08-08,2009,3,8,8,Saturday
20081118,2008-11-18,2008,4,11,18,Tuesday
20081003,2008-10-03,2008,4,10,3,Friday
20081001,2008-10-01,2008,4,10,1,Wednesday
20080220,2008-02-20,2008,1,2,20,Wednesday
20070303,2007-03-03,2007,1,3,3,Saturday
20070314,2007-03-14,2007,1,3,14,Wednesday
20070307,2007-03-07,2007,1,3,7,Wednesday
20080818,2008-08-18,2008,3,8,18,Monday
20110205,2011-02-05,2011,1,2,5,Saturday
20080412,2008-04-12,2008,2,4,12,Saturday
20090429,2009-04-29,2009,2,4,29,Wednesday
20090218,2009-02-18,2009,1,2,18,Wednesday
20070402,2007-04-02,2007,2,4,2,Monday
20070419,2007-04-19,2007,2,4,19,Thursday
20090226,2009-02-26,2009,1,2,26,Thursday
20070227,2007-02-27,2007,1,2,27,Tuesday
20070321,2007-03-21,2007,1,3,21,Wednesday
20090504,2009-05-04,2009,2,5,4,Monday
20071225,2007-12-25,2007,4,12,25,Tuesday
20081203,2008-12-03,2008,4,12,3,Wednesday
20080501,2008-05-01,2008,2,5,1,Thursday
20080926,2008-09-26,2008,3,9,26,Friday
20070407,2007-04-07,2007,2,4,7,Saturday
20080915,2008-09-15,2008,3,9,15,Monday
20080409,2008-04-09,2008,2,4,9,Wednesday
20090126,2009-01-26,2009,1,1,26,Monday
20100921,2010-09-21,2010,3,9,21,Tuesday
20080506,2008-05-06,2008,2,5,6,Tuesday
20070816,2007-08-16,2007,3,8,16,Thursday
20080414,2008-04-14,2008,2,4,14,Monday
